"보안등위치명",설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치연도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
"개포1동026",1,,서울특별시 강남구 개포동573-25,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포1동027",1,,서울특별시 강남구 개포동573,37.4760652661,127.0672861878,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포1동028",1,,서울특별시 강남구 개포동573,37.4760652661,127.0672861878,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포1동029",1,,서울특별시 강남구 개포동581,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포1동030",1,,서울특별시 강남구 개포동567-5,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포1동031",1,,서울특별시 강남구 개포동567-5,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포1동032",1,,서울특별시 강남구 개포동567-23,37.4760652661,127.0672861878,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포1동033",1,,서울특별시 강남구 개포동128-2,37.4760652661,127.0672861878,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포1동034",1,,서울특별시 강남구 개포동127,37.4760652661,127.0672861878,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포1동035",1,,서울특별시 강남구 개포동128-13,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포1동036",1,,서울특별시 강남구 개포동124-3,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포1동037",1,,서울특별시 강남구 개포동산149-1,37.4760652661,127.0672861878,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포1동038",1,,서울특별시 강남구 개포동124-1,37.4760652661,127.0672861878,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포1동039",1,,서울특별시 강남구 개포동산53-34,37.4760652661,127.0672861878,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포1동040",1,,서울특별시 강남구 개포동118-63,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포1동041",1,,서울특별시 강남구 개포동산53-22,37.4760652661,127.0672861878,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포1동042",1,,서울특별시 강남구 개포동118-63,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포1동043",1,,서울특별시 강남구 개포동118-63,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포1동044",1,,서울특별시 강남구 개포동산53-22,37.4760652661,127.0672861878,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포1동045",1,,서울특별시 강남구 개포동118-29,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포1동046",1,,서울특별시 강남구 개포동594-4,37.4760652661,127.0672861878,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포1동047",1,,서울특별시 강남구 개포동산157-1,37.4760652661,127.0672861878,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포1동048",1,,서울특별시 강남구 개포동산156-2,37.4760652661,127.0672861878,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포1동049",1,,서울특별시 강남구 개포동산156-2,37.4760652661,127.0672861878,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포1동050",1,,서울특별시 강남구 개포동141,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포1동051",1,,서울특별시 강남구 개포동141,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포1동052",1,,서울특별시 강남구 개포동660-12,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포1동053",1,,서울특별시 강남구 개포동660-12,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포1동054",1,,서울특별시 강남구 개포동660-12,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포1동055",1,,서울특별시 강남구 개포동660-30,37.4775298659,127.0582824986,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포1동056",1,,서울특별시 강남구 개포동660-29,37.4775929840,127.0581862241,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포1동057",1,,서울특별시 강남구 개포동660-22,37.4775421964,127.0584918875,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포1동058",1,,서울특별시 강남구 개포동660-36,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포1동059",1,,서울특별시 강남구 개포동660-17,37.4776685177,127.0586740060,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포1동060",1,,서울특별시 강남구 개포동660-25,37.4777650596,127.0582212918,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포1동061",1,,서울특별시 강남구 개포동660-13,37.4779821530,127.0583223066,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포1동062",1,,서울특별시 강남구 개포동660-12,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포1동063",1,,서울특별시 강남구 개포동660-12,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포1동064",1,,서울특별시 강남구 개포동660-12,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포1동065",1,,서울특별시 강남구 개포동660-36,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포1동066",1,,서울특별시 강남구 개포동660-12,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포1동067",1,,서울특별시 강남구 개포동659,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동001",1,,서울특별시 강남구 개포동185,37.4891406792,127.0708714805,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동002",1,,서울특별시 강남구 개포동185,37.4891406792,127.0708714805,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동003",1,,서울특별시 강남구 개포동185,37.4891406792,127.0708714805,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동004",1,,서울특별시 강남구 개포동185,37.4891406792,127.0708714805,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동005",1,,서울특별시 강남구 개포동185,37.4891406792,127.0708714805,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동006",1,,서울특별시 강남구 개포동185,37.4891406792,127.0708714805,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동007",1,,서울특별시 강남구 개포동185,37.4891406792,127.0708714805,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동008",1,,서울특별시 강남구 개포동185,37.4891406792,127.0708714805,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동009",1,,서울특별시 강남구 개포동185,37.4891406792,127.0708714805,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동010",1,,서울특별시 강남구 개포동185,37.4891406792,127.0708714805,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동011",1,,서울특별시 강남구 개포동185,37.4891406792,127.0708714805,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동012",1,,서울특별시 강남구 개포동185,37.4891406792,127.0708714805,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동013",1,,서울특별시 강남구 개포동185,37.4891406792,127.0708714805,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동014",1,,서울특별시 강남구 개포동185,37.4891406792,127.0708714805,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동014",1,,서울특별시 강남구 개포동185,37.4891406792,127.0708714805,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동015",1,,서울특별시 강남구 개포동185,37.4891406792,127.0708714805,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동016",1,,서울특별시 강남구 개포동185,37.4891406792,127.0708714805,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동017",1,,서울특별시 강남구 개포동185,37.4891406792,127.0708714805,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동018",1,,서울특별시 강남구 개포동185,37.4891406792,127.0708714805,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동019",1,,서울특별시 강남구 개포동139,37.4830794472,127.0638669745,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동020",1,,서울특별시 강남구 개포동148,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동021",1,,서울특별시 강남구 개포동156,37.4854075212,127.0596369489,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동022",1,,서울특별시 강남구 개포동156,37.4854075212,127.0596369489,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동023",1,,서울특별시 강남구 개포동156-15,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동024",1,,서울특별시 강남구 개포동156-15,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동025",1,,서울특별시 강남구 개포동156-15,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동026",1,,서울특별시 강남구 개포동156,37.4854075212,127.0596369489,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동027",1,,서울특별시 강남구 개포동156,37.4854075212,127.0596369489,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동028",1,,서울특별시 강남구 개포동156,37.4854075212,127.0596369489,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동029",1,,서울특별시 강남구 개포동156,37.4854075212,127.0596369489,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동030",1,,서울특별시 강남구 개포동156,37.4854075212,127.0596369489,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동031",1,,서울특별시 강남구 개포동156,37.4854075212,127.0596369489,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동032",1,,서울특별시 강남구 개포동156,37.4854075212,127.0596369489,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동033",1,,서울특별시 강남구 개포동156,37.4854075212,127.0596369489,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동034",1,,서울특별시 강남구 개포동156,37.4854075212,127.0596369489,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동035",1,,서울특별시 강남구 개포동156,37.4854075212,127.0596369489,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동036",1,,서울특별시 강남구 개포동156,37.4854075212,127.0596369489,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동037",1,,서울특별시 강남구 개포동156,37.4854075212,127.0596369489,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동038",1,,서울특별시 강남구 개포동156,37.4854075212,127.0596369489,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동039",1,,서울특별시 강남구 개포동160-4,37.4836962651,127.0627129926,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동040",1,,서울특별시 강남구 개포동161-3,37.4839169536,127.0624835413,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동041",1,,서울특별시 강남구 개포동156-8,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동042",1,,서울특별시 강남구 개포동161,37.4841624979,127.0621047495,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동043",1,,서울특별시 강남구 개포동160-1,37.4834168889,127.0623223470,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동044",1,,서울특별시 강남구 개포동156-9,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동045",1,,서울특별시 강남구 개포동162-9,37.4840190266,127.0618197056,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동046",1,,서울특별시 강남구 개포동156-14,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동047",1,,서울특별시 강남구 개포동156-15,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동048",1,,서울특별시 강남구 개포동156-15,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동049",1,,서울특별시 강남구 개포동156-14,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동050",1,,서울특별시 강남구 개포동156-10,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동051",1,,서울특별시 강남구 개포동156-10,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동052",1,,서울특별시 강남구 개포동169-3,37.4837051474,127.0608902785,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동053",1,,서울특별시 강남구 개포동169-8,37.4841275091,127.0616452216,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동054",1,,서울특별시 강남구 개포동156-2,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동055",1,,서울특별시 강남구 개포동156,37.4854075212,127.0596369489,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동056",1,,서울특별시 강남구 개포동156,37.4854075212,127.0596369489,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동057",1,,서울특별시 강남구 개포동156,37.4854075212,127.0596369489,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동058",1,,서울특별시 강남구 개포동169-3,37.4837051474,127.0608902785,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동059",1,,서울특별시 강남구 개포동156-11,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동060",1,,서울특별시 강남구 개포동164-6,37.4833647280,127.0616208514,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동061",1,,서울특별시 강남구 개포동164-5,37.4832772765,127.0617236681,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동062",1,,서울특별시 강남구 개포동159-3,37.4829472189,127.0617585595,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동064",1,,서울특별시 강남구 개포동156-12,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동064",1,,서울특별시 강남구 개포동166-1,37.4832834518,127.0609360666,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동064",1,,서울특별시 강남구 개포동166-1,37.4832834518,127.0609360666,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동064",1,,서울특별시 강남구 개포동166-1,37.4832834518,127.0609360666,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동065",1,,서울특별시 강남구 개포동169-10,37.4835253970,127.0608887759,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동066",1,,서울특별시 강남구 개포동166,37.4832834518,127.0609360666,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동067",1,,서울특별시 강남구 개포동166-9,37.4831950304,127.0608242873,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동068",1,,서울특별시 강남구 개포동156-13,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동069",1,,서울특별시 강남구 개포동166-7,37.4830411146,127.0610446374,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동070",1,,서울특별시 강남구 개포동156-13,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동071",1,,서울특별시 강남구 개포동159,37.4827612626,127.0613899321,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동072",1,,서울특별시 강남구 개포동156-15,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동073",1,,서울특별시 강남구 개포동156-15,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동074",1,,서울특별시 강남구 개포동167-11,37.4829976951,127.0605013297,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동075",1,,서울특별시 강남구 개포동168-5,37.4831580387,127.0603954047,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동076",1,,서울특별시 강남구 개포동156-4,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동077",1,,서울특별시 강남구 개포동169-1,37.4835301080,127.0606635547,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동078",1,,서울특별시 강남구 개포동156-6,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동079",1,,서울특별시 강남구 개포동169-3,37.4837051474,127.0608902785,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동080",1,,서울특별시 강남구 개포동169-3,37.4837051474,127.0608902785,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동081",1,,서울특별시 강남구 개포동169-3,37.4837051474,127.0608902785,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동082",1,,서울특별시 강남구 개포동169-5,37.4841945117,127.0615345853,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동083",1,,서울특별시 강남구 개포동156-6,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동084",1,,서울특별시 강남구 개포동156,37.4854075212,127.0596369489,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동085",1,,서울특별시 강남구 개포동156,37.4854075212,127.0596369489,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동086",1,,서울특별시 강남구 개포동156,37.4854075212,127.0596369489,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동087",1,,서울특별시 강남구 개포동156,37.4854075212,127.0596369489,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동088",1,,서울특별시 강남구 개포동156,37.4854075212,127.0596369489,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동089",1,,서울특별시 강남구 개포동156,37.4854075212,127.0596369489,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동090",1,,서울특별시 강남구 개포동156,37.4854075212,127.0596369489,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동091",1,,서울특별시 강남구 개포동156,37.4854075212,127.0596369489,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동092",1,,서울특별시 강남구 개포동156,37.4854075212,127.0596369489,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동093",1,,서울특별시 강남구 개포동156,37.4854075212,127.0596369489,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동094",1,,서울특별시 강남구 개포동156,37.4854075212,127.0596369489,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동095",1,,서울특별시 강남구 개포동171-8,37.4844670437,127.0610578956,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동096",1,,서울특별시 강남구 개포동171-11,37.4842258395,127.0607165797,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동097",1,,서울특별시 강남구 개포동171-12,37.4841330919,127.0606070571,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동098",1,,서울특별시 강남구 개포동170-3,37.4838311936,127.0605491500,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동099",1,,서울특별시 강남구 개포동171-14,37.4838878003,127.0603273615,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동100",1,,서울특별시 강남구 개포동168-2,37.4835253482,127.0601043325,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동101",1,,서울특별시 강남구 개포동172-11,37.4837603458,127.0595416825,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동102",1,,서울특별시 강남구 개포동172-2,37.4840731294,127.0598121575,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동103",1,,서울특별시 강남구 개포동172-2,37.4840731294,127.0598121575,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동104",1,,서울특별시 강남구 개포동172-9,37.4843206455,127.0601491784,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동105",1,,서울특별시 강남구 개포동171-3,37.4841178862,127.0603892803,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동106",1,,서울특별시 강남구 개포동171-6,37.4843479335,127.0607022061,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동107",1,,서울특별시 강남구 개포동156,37.4854075212,127.0596369489,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동108",1,,서울특별시 강남구 개포동156,37.4854075212,127.0596369489,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동109",1,,서울특별시 강남구 개포동156,37.4854075212,127.0596369489,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동110",1,,서울특별시 강남구 개포동173,37.4849602867,127.0594065022,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동111",1,,서울특별시 강남구 개포동173,37.4849602867,127.0594065022,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동112",1,,서울특별시 강남구 개포동173,37.4849602867,127.0594065022,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동113",1,,서울특별시 강남구 개포동173,37.4849602867,127.0594065022,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동114",1,,서울특별시 강남구 개포동173,37.4849602867,127.0594065022,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동115",1,,서울특별시 강남구 개포동173,37.4849602867,127.0594065022,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동116",1,,서울특별시 강남구 개포동156,37.4854075212,127.0596369489,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동117",1,,서울특별시 강남구 개포동156,37.4854075212,127.0596369489,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동118",1,,서울특별시 강남구 개포동156,37.4854075212,127.0596369489,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동119",1,,서울특별시 강남구 개포동156,37.4854075212,127.0596369489,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동120",1,,서울특별시 강남구 개포동156,37.4854075212,127.0596369489,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동121",1,,서울특별시 강남구 개포동156,37.4854075212,127.0596369489,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동122",1,,서울특별시 강남구 개포동156,37.4854075212,127.0596369489,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동123",1,,서울특별시 강남구 개포동156,37.4854075212,127.0596369489,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동124",1,,서울특별시 강남구 개포동156,37.4854075212,127.0596369489,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동125",1,,서울특별시 강남구 개포동156,37.4854075212,127.0596369489,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동126",1,,서울특별시 강남구 개포동156,37.4854075212,127.0596369489,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동127",1,,서울특별시 강남구 개포동156,37.4854075212,127.0596369489,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동128",1,,서울특별시 강남구 개포동156,37.4854075212,127.0596369489,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동129",1,,서울특별시 강남구 개포동156,37.4854075212,127.0596369489,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동130",1,,서울특별시 강남구 개포동156-1,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동131",1,,서울특별시 강남구 개포동175-1,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동132",1,,서울특별시 강남구 개포동175-1,,,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동133",1,,서울특별시 강남구 개포동174,37.4862141447,127.0577406345,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동134",1,,서울특별시 강남구 개포동174,37.4862141447,127.0577406345,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동135",1,,서울특별시 강남구 개포동174,37.4862141447,127.0577406345,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동136",1,,서울특별시 강남구 개포동174,37.4862141447,127.0577406345,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동137",1,,서울특별시 강남구 개포동174,37.4862141447,127.0577406345,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동138",1,,서울특별시 강남구 개포동175-4,37.4865765359,127.0590054812,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동139",1,,서울특별시 강남구 개포동175-4,37.4865765359,127.0590054812,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동140",1,,서울특별시 강남구 개포동174,37.4862141447,127.0577406345,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동141",1,,서울특별시 강남구 개포동174,37.4862141447,127.0577406345,,,02-3423-6585,서울특별시 강남구청,2020-12-18
"개포2동142",1,,서울특별시 강남구 개포동187,37.4889083810,127.0692310259,,,02-3423-6585,서울특별시 강남구청,2020-12-18
