"보안등위치명",설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치년도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
"서초1동",1,서울특별시 서초구 효령로68길 81,서울특별시 서초구 서초동 1442-2,37.48518641,127.0206731,2009,한전주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 효령로68길 81,서울특별시 서초구 서초동 1444-7,37.48518641,127.0206731,2009,한전주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 효령로68길 81,서울특별시 서초구 서초동 1444-7,37.48518641,127.0206731,2009,한전주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 효령로68길 81,서울특별시 서초구 서초동 1444-7,37.48518641,127.0206731,2009,한전주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 효령로68길 81,서울특별시 서초구 서초동 1444-19,37.48518641,127.0206731,2009,한전주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 남부순환로 2457,서울특별시 서초구 서초동 1425-2,37.48274773,127.0191276,2009,한전주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 남부순환로331길 6-14,서울특별시 서초구 서초동 1425-3,37.48305421,127.0194149,2009,한전주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 남부순환로331길 6-24,서울특별시 서초구 서초동 1425-2,37.48324958,127.0197395,2009,한전주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 서초중앙로2길 10,서울특별시 서초구 서초동 1426-5,37.48296923,127.0183622,2009,한전주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 서초중앙로2길 34,서울특별시 서초구 서초동 1427-3,37.48381838,127.0192797,2009,한전주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 서초중앙로2길 42,서울특별시 서초구 서초동 1427-6,37.48390525,127.0197038,2009,한전주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 남부순환로333길 15-5,서울특별시 서초구 서초동 1427-7,37.48371531,127.0197651,2009,한전주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 서초중앙로2길 10,서울특별시 서초구 서초동 1426-5,37.48296923,127.0183622,2009,한전주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 서초중앙로2길 41,서울특별시 서초구 서초동 1444-19,37.48430494,127.0196977,2009,한전주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 효령로60길 23-4,서울특별시 서초구 서초동 1444-14,37.48430946,127.0190354,2009,한전주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 효령로60길 23-12,서울특별시 서초구 서초동 1444-17,37.48448526,127.0195341,2009,한전주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 효령로60길 23-13,서울특별시 서초구 서초동 1444-8,37.48474808,127.0195742,2009,전용주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 효령로68길 105,서울특별시 서초구 서초동 1444-3,37.48499051,127.0192227,2009,한전주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 서초중앙로2길 10,서울특별시 서초구 서초동 1426-5,37.48296923,127.0183622,2009,한전주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 서초중앙로 14,서울특별시 서초구 서초동 1445-15,37.4835986618,127.0178648188,2009,한전주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 서초중앙로 14,서울특별시 서초구 서초동 1445-15,37.4835986618,127.0178648188,2009,한전주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 서초중앙로 14,서울특별시 서초구 서초동 1445-15,37.4835986618,127.0178648188,2009,전용주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 서초중앙로 14,서울특별시 서초구 서초동 1445-15,37.4835986618,127.0178648188,2009,한전주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 남부순환로333길 49,서울특별시 서초구 서초동 1430-6,37.48468008,127.021474,2009,전용주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 남부순환로333길 43,서울특별시 서초구 서초동 1430-8,37.48443002,127.0211505,2009,전용주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 남부순환로337길 34,서울특별시 서초구 서초동 1430-2,37.48426529,127.0207713,2009,한전주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 남부순환로339길 49,서울특별시 서초구 서초동 1442-11,37.4851329,127.0216503,2009,한전주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 서초중앙로2길 72-3,서울특별시 서초구 서초동 1442-6,37.48489015,127.0212343,2009,전용주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 서초중앙로2길 74,서울특별시 서초구 서초동 1442-13,37.48488621,127.0210993,2009,전용주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 서초중앙로2길 82,서울특별시 서초구 서초동 1442-2,37.48522543,127.0211534,2009,한전주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 남부순환로339길 65,서울특별시 서초구 서초동 1439-12,37.48586721,127.0212105,2009,한전주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 효령로68길 74,서울특별시 서초구 서초동 1444-7,37.485687,127.020748,2009,한전주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 효령로68길 104,서울특별시 서초구 서초동 1443-28,37.48534001,127.0192164,2009,전용주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 효령로68길 14,서울특별시 서초구 서초동 1438-9,37.48663727,127.0237152,2009,한전주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 효령로 356,서울특별시 서초구 서초동 1438-11,37.48649685,127.023064,2009,전용주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 효령로68길 30,서울특별시 서초구 서초동 1438-12,37.48625961,127.023073,2009,전용주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 효령로68길 30,서울특별시 서초구 서초동 1438-13,37.48625961,127.023073,2009,전용주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 효령로68길 30,서울특별시 서초구 서초동 1438-12,37.48625961,127.023073,2009,한전주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 효령로66길 11,서울특별시 서초구 서초동 1438-15,37.48620102,127.0227387,2009,한전주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 효령로 356,서울특별시 서초구 서초동 1438-1,37.48649685,127.023064,2009,전용주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 남부순환로339길 38,서울특별시 서초구 서초동 1436-8,37.48529778,127.0221598,2009,전용주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 남부순환로339길 38,서울특별시 서초구 서초동 1436-8,37.48529778,127.0221598,2009,전용주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 남부순환로339길 38,서울특별시 서초구 서초동 1436-8,37.48529778,127.0221598,2009,전용주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 남부순환로339길 38,서울특별시 서초구 서초동 1436-8,37.48529778,127.0221598,2009,전용주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 남부순환로339길 38,서울특별시 서초구 서초동 1436-8,37.48529778,127.0221598,2009,전용주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 효령로68길 59,서울특별시 서초구 서초동 1441-1,37.48531847,127.0218123,2009,한전주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 효령로68길 9-2,서울특별시 서초구 서초동 1436-1,37.4865582758,127.0240618372,2009,한전주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 효령로68길 9-2,서울특별시 서초구 서초동 1436-1,37.4865582758,127.0240618372,2009,한전주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 효령로68길 9-2,서울특별시 서초구 서초동 1436-1,37.4865582758,127.0240618372,2009,전용주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 효령로68길 38,서울특별시 서초구 서초동 1436-14,37.4859327512,127.0224585526,2009,전용주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 남부순환로339길 64,서울특별시 서초구 서초동 1439-14,37.48592598,127.0215836,2009,한전주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 남부순환로339길 64-12,서울특별시 서초구 서초동 1440-3,37.4858523505,127.0221441987,2009,전용주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 효령로68길 56,서울특별시 서초구 서초동 1440-7,37.485601,127.021996,2009,전용주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 효령로 366,서울특별시 서초구 서초동 1437-1,37.48691653,127.0239756,2009,한전주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 효령로 366,서울특별시 서초구 서초동 1437-1,37.48691653,127.0239756,2009,한전주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",2,서울특별시 서초구 남부순환로339길 64-11,서울특별시 서초구 서초동 1439-12,37.48604921,127.0217416,2009,한전주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 효령로 351,서울특별시 서초구 서초동 1606-1,37.48701199,127.0223908,2009,한전주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 서초중앙로8길 136,서울특별시 서초구 서초동 1606-4,37.48735949,127.0229599,2009,한전주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 서초중앙로8길 136,서울특별시 서초구 서초동 1606-4,37.48735949,127.0229599,2009,한전주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 효령로 359,서울특별시 서초구 서초동 1606-5,37.4873664708,127.0232076221,2009,한전주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 효령로67길 24,서울특별시 서초구 서초동 1607-6,37.48827761,127.0234772,2009,전용주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 효령로67길 24,서울특별시 서초구 서초동 1607-1,37.48827761,127.0234772,2009,전용주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 서초중앙로8길 141,서울특별시 서초구 서초동 1616-5,37.4876439868,127.0231795532,2009,한전주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 효령로67길 20,서울특별시 서초구 서초동 1607-6,37.48801728,127.0236123,2009,한전주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 효령로67길 20,서울특별시 서초구 서초동 1607-6,37.48801728,127.0236123,2009,전용주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 서리풀4길 43,서울특별시 서초구 서초동 1616-10,37.4876401583,127.0229447036,2009,한전주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 효령로67길 20,서울특별시 서초구 서초동 1616-6,37.4880172788,127.0236122803,2009,한전주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 효령로67길 24,서울특별시 서초구 서초동 1607-1,37.4882776069,127.0234772413,2009,한전주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 서리풀길 4,서울특별시 서초구 서초동 1605-1,37.48682517,127.021141,2009,한전주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 서초중앙로8길 106,서울특별시 서초구 서초동 1605-2,37.48689972,127.0214279,2009,한전주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 효령로 349-5,서울특별시 서초구 서초동 1605-4,37.48702693,127.0219999,2009,한전주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 서리풀길 12,서울특별시 서초구 서초동 1617-22,37.48742288,127.0212614,2009,한전주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 서리풀2길 20,서울특별시 서초구 서초동 1617-26,37.48753783,127.0218767,2009,전용주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 서리풀길 16,서울특별시 서초구 서초동 1617-1,37.48779605,127.0208852,2009,전용주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 서리풀4길 12,서울특별시 서초구 서초동 1617-4,37.48793795,127.0214502,2009,한전주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 서리풀4길 16,서울특별시 서초구 서초동 1617-6,37.4880546,127.0216496,2009,한전주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 서리풀2길 28,서울특별시 서초구 서초동 1617-30,37.48760025,127.0224445,2009,한전주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 서리풀2길 19,서울특별시 서초구 서초동 1617-15,37.4877900083,127.0219305007,2009,한전주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 서리풀2길 17,서울특별시 서초구 서초동 1617-16,37.4877619309,127.0217464126,2009,전용주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 서리풀2길 15,서울특별시 서초구 서초동 1617-18,37.48777152,127.021542,2009,건축물,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 서리풀2길 5,서울특별시 서초구 서초동 1617-20,37.48763077,127.0211023,2009,전용주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 서리풀길 14,서울특별시 서초구 서초동 1617-21,37.48760999,127.020939,2009,한전주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 서초중앙로8길 106,서울특별시 서초구 서초동 1605-3,37.48689972,127.0214279,2009,한전주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 서초중앙로8길 115,서울특별시 서초구 서초동 1617-37,37.4872631,127.0219005,2009,전용주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 서초중앙로8길 38-6,서울특별시 서초구 서초동 1603-22,37.48674235,127.0173868,2009,한전주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 서초중앙로8길 38-3,서울특별시 서초구 서초동 1603-34,37.48696116,127.0176913,2009,한전주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 서초중앙로8길 38-8,서울특별시 서초구 서초동 1603-24,37.48659873,127.0173931,2009,전용주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 서초중앙로8길 38-16,서울특별시 서초구 서초동 1603-26,37.48637534,127.0175700304,2009,한전주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 서초중앙로8길 38-20,서울특별시 서초구 서초동 1603-28,37.48610609,127.0178132,2009,한전주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 서초중앙로8길 38-23,서울특별시 서초구 서초동 1603-41,37.48645707,127.0181188,2009,한전주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 서초중앙로8길 38-28,서울특별시 서초구 서초동 1603-45,37.48628961,127.0184873,2009,한전주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 서초중앙로8길 38-38,서울특별시 서초구 서초동 1603-50,37.48684113,127.0184178,2009,한전주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 효령로61길 15,서울특별시 서초구 서초동 1603-53,37.48683063,127.0186782,2009,한전주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 효령로61길 15,서울특별시 서초구 서초동 1603-53,37.48683063,127.0186782,2009,한전주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 효령로61길 15,서울특별시 서초구 서초동 1603-53,37.48683063,127.0186782,2009,한전주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 효령로 321,서울특별시 서초구 서초동 1603-54,37.48612624,127.0191722,2009,전용주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 서초중앙로8길 70,서울특별시 서초구 서초동 1604-3,37.48700463,127.0191896,2009,한전주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 서초중앙로8길 70,서울특별시 서초구 서초동 1604-1,37.48700463,127.0191896,2009,전용주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 서초중앙로8길 72,서울특별시 서초구 서초동 1604-2,37.48690529,127.0194735,2009,한전주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 효령로61길 14-6,서울특별시 서초구 서초동 1604-8,37.48650702,127.0196307,2009,전용주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 서초중앙로8길 82,서울특별시 서초구 서초동 1604-7,37.48691738,127.0198831,2009,전용주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 서초중앙로8길 82,서울특별시 서초구 서초동 1604-7,37.48691738,127.0198831,2009,한전주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 서초중앙로8길 82,서울특별시 서초구 서초동 1604-7,37.4869173839,127.0198831152,2009,한전주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 효령로61길 14-6,서울특별시 서초구 서초동 1604-9,37.4865070169,127.0196307488,2009,한전주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 서초중앙로8길 94,서울특별시 서초구 서초동 1604-16,37.4868081432,127.0206335300,2009,한전주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 서리풀길 1,서울특별시 서초구 서초동 1604-18,37.48650084,127.0209561,2009,한전주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 효령로 321,서울특별시 서초구 서초동 1603-54,37.48612624,127.0191722,2009,한전주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 서초중앙로 50,서울특별시 서초구 서초동 1621-1,37.4863900179,127.0157386536,2009,한전주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 서초중앙로6길 5,서울특별시 서초구 서초동 1621-6,37.48636096,127.0160612,2009,전용주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 서초중앙로8길 12,서울특별시 서초구 서초동 1621-9,37.4865382572,127.0162312147,2009,전용주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 서초중앙로8길 18,서울특별시 서초구 서초동 1621-11,37.48662543,127.0165639,2009,한전주,02-2155-6996,서울특별시 서초구청,2020-10-20
"서초1동",1,서울특별시 서초구 서초중앙로8길 24,서울특별시 서초구 서초동 1621-13,37.4867245,127.0168444,2009,한전주,02-2155-6996,서울특별시 서초구청,2020-10-20
